entity_urn,ownership_status,headcount,twitter_follower_count,linkedin_follower_count,funding_total,funding_stage,gpt_sector,domain,name,city,country,years_since_founding,investors,highlights,is_target,similarity_score
urn:harmonic:company:1630911,PRIVATE,15,295.0,997,0.93685,SEED,,zentraxa.com,Zentraxa,Bristol,United Kingdom,8.01917808219178,"['Bristol Private Equity Club' 'Future Planet Capital'
 'Empirical Ventures']","['Bristol Private Equity Club', 'Empirical Ventures', 'Future Planet Capital']",0,4.7680987e-06
urn:harmonic:company:7429618,PRIVATE,42,86.0,2952,9.458318,SERIES_A,Infrastructure,niricson.com,Niricson,Victoria,Canada,4.997260273972603,"['Bentley iTwin Ventures' 'Bentley Systems' 'Techstars'
 'Forward Venture Capital'
 'Sustainable Development Technology Canada - Technologies du Développement Durable Canada'
 'MUUS Climate Partners' 'Invest Victoria'
 'Export Development Canada (EDC)' 'SWAN Venture Fund']","['Bentley Systems', 'Bentley iTwin Ventures', 'Export Development Canada (EDC)', 'Forward Venture Capital', 'Invest Victoria', 'MUUS Climate Partners', 'MUUS Climate partners', 'SWAN Venture Fund', 'Sustainable Development Technology Canada - Technologies du Développement Durable Canada', 'Techstars']",0,4.767744e-06
urn:harmonic:company:4296311,PRIVATE,571,364.0,54924,46.8,SERIES_B,Vertical Software,taskhuman.com,TaskHuman,Palo Alto,United States,7.353424657534247,"['DNX Ventures - US' 'Synetro Group' 'Impact Venture Capital'
 'Zoom Venture' 'Zoom Ventures Ltd' 'Propelx' 'ANIMO Ventures'
 'Sure Ventures' 'PeopleTech Partners' 'Madrona' 'RingCentral'
 'U.S. Venture Partners' 'Margo Georgiadis' 'Sanjay Mehrotra']","['ANIMO Ventures', 'DNX Ventures - US', 'Impact Venture Capital', 'Madrona', 'Margo Georgiadis', 'PeopleTech Partners', 'Propelx', 'RingCentral', 'Sanjay Mehrotra', 'Sure Ventures', 'Synetro Group', 'U.S. Venture Partners', 'USVP', 'Zoom Venture', 'Zoom Ventures Ltd']",0,4.766171e-06
urn:harmonic:company:3154166,,50,683.0,1160,0.0,VENTURE_UNKNOWN,Healthcare Software,cleardent.com,ClearDent,Burnaby,Canada,23.03013698630137,[],,0,4.7660983e-06
urn:harmonic:company:3240118,PRIVATE,19,45.0,266,1.857869,SEED,Healthcare Services,denturly.com,Denturly,Manchester,United Kingdom,3.6876712328767125,"['Midlands Engine Investment Fund' 'Revere Partners' 'Haatch'
 'West Midlands Combined Authority']","['Haatch', 'Midlands Engine Investment Fund', 'Revere Partners', 'West Midlands Combined Authority']",0,4.762977e-06
urn:harmonic:company:4419488,,8,,342,0.0,VENTURE_UNKNOWN,,bleeckerstreetgroup.com,Bleecker Street Group,New York,United States,4.008219178082192,[],,0,4.761728e-06
urn:harmonic:company:2232113,ACTIVE,10,344.0,15923,4.371,,ERROR,huddle.work,Huddle Ventures,,India,8.01917808219178,['Wave Capital' 'The Council' 'Night Ventures' 'Nomad Capital Partners'],"['Night Ventures', 'Nomad Capital Partners', 'The Council', 'Wave Capital']",0,4.7614235e-06
urn:harmonic:company:12887075,PRIVATE,22,,759,3.171436,SEED,FinTech,getjarvis.app,Jarvis,London,United Kingdom,3.0164383561643837,['Cornerstone VC' 'Ascension' 'Tokio Marine Future Fund'],"['Ascension', 'Ascension VC', 'Cornerstone VC', 'Tokio Marine Future Fund']",0,4.7608196e-06
urn:harmonic:company:1392290,PRIVATE,67,51.0,3048,71.73886,SERIES_B,,ourbond.com,Bond,BOWLING GREEN,United States,7.010958904109589,['Eastward Capital' 'JVP'],"['Eastward Capital', 'JVP']",0,4.7607014e-06
urn:harmonic:company:1600626,PRIVATE,214,2370.0,18683,544.69846,SEED,Vertical Software,hostaway.com,Hostaway,Miami,United States,9.076712328767123,"['Kirja.fi | Kirjakauppa ja lukijoiden yhteisö 📚❤️' 'PSG'
 'Business Finland' 'DMZ' 'General Atlantic' 'Vendep Capital'
 'Lasse Järvinen' 'Mikko Nurminen' 'Lauri S.']","['Business Finland', 'Lasse Järvinen', 'Lauri S.', 'Mikko Nurminen', 'Vendep Capital']",0,4.7604613e-06
urn:harmonic:company:723306,PRIVATE,77,76.0,3984,0.4218499999999999,VENTURE_UNKNOWN,Infrastructure,uncountable.com,Uncountable Inc.,San Francisco,United States,8.602739726027398,[],,0,4.760066e-06
urn:harmonic:company:1907804,PRIVATE,28,577.0,2190,1.31,SEED,,nexat.be,neXat,Auderghem,Belgium,14.021917808219179,[],,0,4.759803e-06
urn:harmonic:company:3152460,PRIVATE,61,51.0,4257,2.766696,PRE_SEED,,tenacy.io,Tenacy,Lyon,France,6.019178082191781,['Bpifrance' 'Auriga Cyber Ventures' 'Crédit Agricole Création'],"['Auriga Cyber Ventures', 'Bpifrance', 'Crédit Agricole Création']",0,4.7596213e-06
urn:harmonic:company:10291415,,14,,666,4.2,SEED,Vertical Software,propertysource.app,Property Source Global Marketplace Platform,Sarasota,United States,3.7315068493150685,['Diane Kole'],['Diane Kole'],0,4.7583867e-06
urn:harmonic:company:2106743,PRIVATE,31,,6899,46.8,SERIES_A,,nextrnatx.com,NextRNA Therapeutics,Boston,United States,5.013698630136986,"['Willett Advisors LLC' 'COBRO VENTURES' 'Jefferies' 'Evans Capital'
 'Lightchain Capital LLC' 'Circle Squared Alternative Investments'
 'Rivas Capital LLC']","['COBRO VENTURES', 'Circle Squared Alternative Investments', 'Evans Capital', 'Jefferies', 'Lightchain Capital LLC', 'Rivas Capital LLC', 'Willett Advisors LLC']",0,4.7571934e-06
urn:harmonic:company:12434211,PRIVATE,18,,3325,4.387095,SEED,,skarlett.fr,Skarlett,Paris,France,2.0164383561643837,"['Motier Ventures' 'Philippe Englebert' 'Raise for Good' 'Alven' 'RAISE'
 'Sequoia Capital' 'Kima Ventures' 'Xavier Niel']","['Alven', 'Kima Ventures', 'Motier Ventures', 'Philippe Englebert', 'RAISE', 'Raise for Good', 'Sequoia Capital', 'Xavier Niel']",0,4.755701e-06
urn:harmonic:company:179057,ACQUIRED_OR_MERGED,155,381.0,7235,412.299988,EXITED,Cybersecurity,adlumin.com,Adlumin,Washington,United States,8.353424657534246,"['Blu Ventures' 'ICBA' 'JHH vc' 'Leawood Venture Capital' 'First In'
 'First In Ventures, LLC' 'BankTech Ventures' 'SYN Ventures'
 'Washington Harbour Partners LP' 'First In Ventures' 'BlueWing Ventures'
 'Renny Mcpherson' 'Frank A. Bonsal, Jr.']","['BankTech Ventures', 'Blu Ventures', 'BlueWing Ventures', 'First In', 'First In Ventures', 'First In Ventures', 'Frank A. Bonsal', 'Jr.', 'ICBA', 'JHH vc', 'Leawood Venture Capital', 'Renny Mcpherson', 'SYN Ventures', 'Washington Harbour Partners LP']",0,4.7548124e-06
urn:harmonic:company:4386281,PRIVATE,17,,518,7.062498,SEED,Vertical Software,melodyarc.com,MelodyArc,New York,United States,5.019178082191781,"['Bloomberg Beta' 'FJ Labs' 'Flybridge' 'ACBM Fund'
 'Community Access Fund']","['ACBM Fund', 'Bloomberg Beta', 'Community Access Fund', 'FJ Labs', 'Flybridge']",0,4.7536155e-06
urn:harmonic:company:793100,PRIVATE,46,823.0,4238,48.774992,SERIES_B,Nonprofit Tech,idonate.com,iDonate,Dallas,United States,15.021917808219179,['The Miles Foundation' 'PerformanceEdge Partners' 'MissionOG'],"['MissionOG', 'PerformanceEdge Partners', 'The Miles Foundation']",0,4.7519925e-06
urn:harmonic:company:1586004,PRIVATE,35,2.0,2334,1.218,SEED,Ecommerce,lemonadefashion.com,Lemonade Fashion,Camden,United States,4.882191780821918,['Razor Capital' '🐜 Abdo Achkar'],"['Razor Capital', '🐜 Abdo Achkar']",0,4.751852e-06
urn:harmonic:company:4161967,PRIVATE,73,4.0,6609,45.6,SERIES_B,FinTech,ledgebrook.com,Ledgebrook,Boston,United States,2.8164383561643835,"['Stephens Production Company' 'Brand Foundry Ventures'
 'American Family Insurance' 'Markd' 'Floating Point'
 'American Family Ventures' 'Duquesne Fund Services LLC']","['American Family Insurance', 'American Family Ventures', 'Brand Foundry Ventures', 'Duquesne Fund Services LLC', 'Floating Point', 'Markd', 'Stephens Production Company', 'The Stephens Group']",0,4.7509457e-06
urn:harmonic:company:10912792,PRIVATE,82,2.0,4215,9.940067,SERIES_A,,napta.io,Napta,Paris,France,7.016438356164383,['MAIF Avenir' 'Kerala Ventures' 'Kima Ventures' 'Guillaume Lestrade'],"['Guillaume Lestrade', 'Kerala Ventures', 'Kima Ventures', 'MAIF Avenir']",0,4.74927e-06
urn:harmonic:company:1789663,,22,,2823,0.0,VENTURE_UNKNOWN,Healthcare Services,htahealth.com,Health Transformation Alliance,Westmont,United States,9.013698630136986,[],,0,4.7492604e-06
urn:harmonic:company:1596858,PRIVATE,68,,5295,69.001585,SERIES_A,Climate Tech Hardware,ekonapower.com,Ekona Power,Burnaby,Canada,8.016438356164384,"['Baker Hughes' 'Alberta Innovates'
 'Natural Resources Canada | Ressources naturelles Canada'
 'Breakthrough Energy Solutions Canada' 'NGIF Capital' 'TransAlta'
 'Mitsui & Co., Ltd.' 'Continental' 'Severstal' 'BDC Capital'
 'BDC Capital Cleantech Practice' 'ConocoPhillips']","['BDC Capital', 'BDC Capital Cleantech Practice', 'Baker Hughes', 'Breakthrough Energy Solutions Canada', 'ConocoPhillips', 'Continental', 'Mitsui & Co.', 'NGIF Capital', 'Severstal', 'TransAlta']",0,4.7474946e-06
urn:harmonic:company:2221336,PRIVATE,31,88.0,4539,14.65,SERIES_A,Life Sciences Software,pixelgen.com,Pixelgen Technologies,Hagalund,Sweden,5.019178082191781,"['Navigare Ventures' 'Industrifonden' 'Fibonacci Growth Capital'
 'Colibri Ventures']","['Colibri Ventures', 'Fibonacci Growth Capital', 'Industrifonden', 'Navigare Ventures']",0,4.7458648e-06
urn:harmonic:company:17338,PRIVATE,60,149.0,12794,24.976367,SERIES_B,FinTech,apollocover.com,APOLLO Insurance,Toronto,Canada,7.010958904109589,"['Definity' 'Fair Capital Partners' 'Liberty Mutual Insurance'
 'Trisura Guarantee Insurance Company' 'Aventrock'
 'Gravitas Securities Inc.' 'Innovation Federal Credit Union'
 'Matias Marquez, Cfa' 'Kim Kaplan' 'Drew Green']","['Aventrock', 'Definity', 'Gravitas Securities Inc.', 'Liberty Mutual Insurance', 'Trisura Guarantee Insurance Company']",0,4.742793e-06
urn:harmonic:company:3862806,PRIVATE,26,262.0,4445,12.1,PRE_SEED,Infrastructure,togal.ai,Togal.AI,Miami,United States,6.010958904109589,"['Channel Angels' 'Medina Capital' 'Florida Funders' 'Lightning Capital'
 'Coastal Construction Company']","['Channel Angels', 'Coastal Construction Company', 'Florida Funders', 'Lightning Capital', 'Medina Capital']",0,4.741092e-06
urn:harmonic:company:9695488,,22,102.0,620,0.45,PRE_SEED,Gaming,enterverse.com,VEU,Los Angeles,United States,3.5205479452054793,['Midbrew Investments'],['Midbrew Investments'],0,4.7406584e-06
urn:harmonic:company:47688943,PRIVATE,16,,386,2.75,SEED,,itsnova.com,NOVA,Los Angeles,United States,2.536986301369863,['Troy Carter' 'Sam Teller'],"['Sam Teller', 'Troy Carter']",0,4.7393114e-06
urn:harmonic:company:4123589,,18,,3830,0.0,VENTURE_UNKNOWN,,n3o.ltd,N3O,London,United Kingdom,7.016438356164383,[],,0,4.7391127e-06
urn:harmonic:company:20624241,PRIVATE,16,43.0,1290,3.18,SEED,,getamber.com,Amber,San Francisco,United States,2.0191780821917806,"['Alcove Investment Management' 'Primer Sazze Partners' 'Era'
 'Virta Ventures' 'Root and Shoot Ventures'
 'Global Millennial Capital Ltd.']","['Alcove Investment Management', 'Era', 'Global Millennial Capital Ltd.', 'Primer Sazze Partners', 'Root and Shoot Ventures', 'Virta Ventures']",0,4.739022e-06
urn:harmonic:company:1760702,PRIVATE,27,156.0,4865,17.5,SEED,Other,verneh2.com,Verne,San Francisco,United States,5.019178082191781,"['United Airlines' 'Rocket Fund' 'Alberta Innovates'
 'Trucks Venture Capital' 'Newlab' 'Caterpillar Inc.' 'Collaborative Fund'
 'MIT Climate and Energy Prize' 'Climate Pledge Fund' 'TomKat Center']","['Aloniq', 'Caterpillar Inc.', 'Climate Pledge Fund', 'Collaborative Fund', 'Newlab', 'The Climate Pledge', 'Trucks Venture Capital', 'United Airlines', 'United Airlines Ventures']",0,4.7377343e-06
urn:harmonic:company:667694,PRIVATE,15,893.0,1385,7.0,SERIES_A,Vertical Software,bspk.com,BSPK,Los Altos,United States,7.791780821917809,['Recharge Capital' 'NLVC'],"['NLVC', 'Recharge Capital']",0,4.7362932e-06
urn:harmonic:company:793976,PRIVATE,176,198.0,4603,47.87498,SERIES_B,Healthcare Software,healthsnap.io,HealthSnap,Miami,United States,9.441095890410958,"['UnityPoint Health' 'Acronym Venture Capital' 'Tampa General Hospital'
 'Enterprise Florida' 'Comcast Ventures' 'Florida Funders' '6NINE26'
 'hard facts AB' 'Asclepius Life Sciences Fund, L.P.' 'Sands Capital'
 'W5 Group' 'OPKO Health, Inc.' 'MacDonald Ventures' 'Steve Cashman'
 'David Jahns']","['6NINE26', 'Acronym Venture Capital', 'Asclepius Life Sciences Fund', 'Comcast Ventures', 'David Jahns', 'Enterprise Florida', 'Florida Funders', 'MacDonald Ventures', 'OPKO Health', 'Sands Capital', 'Steve Cashman', 'Tampa General Hospital', 'UnityPoint Health', 'W5 Group', 'hard facts AB']",0,4.734568e-06
urn:harmonic:company:5072863,PRIVATE,40,,1098,5.81,SEED,Climate Tech Hardware,eta-gp.com,ETA Green Power Ltd,Wymondham,United Kingdom,5.076712328767123,['Richard Patrick Little'],['Richard Patrick Little'],0,4.7345184e-06
urn:harmonic:company:2243237,PRIVATE,25,78.0,4261,5.05,SERIES_A,,aerialoop.com,Aerialoop,Miami,United States,4.115068493150685,['Kamay Ventures' 'UP.Partners' 'Techstars' 'Salkantay Ventures'],"['Kamay Ventures', 'Salkantay Ventures', 'Techstars']",0,4.734315e-06
urn:harmonic:company:675525,PRIVATE,135,1162.0,35859,2.082,SEED,Cybersecurity,seceon.com,Seceon Inc.,Westford,United States,11.016438356164384,[],,0,4.7328795e-06
urn:harmonic:company:12494089,,13,19.0,390,0.05,,,providencefarmcollective.org,Providence Farm Collective,Orchard Park,United States,6.019178082191781,['AGCO Corporation'],,0,4.732347e-06
urn:harmonic:company:3116981,PRIVATE,11,185.0,446,1.0,,,inskill.ai,InSkill,Boston,United States,9.021917808219179,['Momenta'],['Momenta'],0,4.73195e-06
urn:harmonic:company:35239507,PRIVATE,39,,5015,5.946811,SEED,,goideally.com,Ideally,Auckland,New Zealand,2.0082191780821916,['OIF Ventures' 'Previously Unavailable' 'Icehouse'],"['Icehouse', 'OIF Ventures', 'Previously Unavailable']",0,4.7301087e-06
urn:harmonic:company:12972033,,18,42.0,10818,0.0,VENTURE_UNKNOWN,Services,knmresources.com,KNM Resources,Piscataway,United States,12.016438356164384,[],,0,4.72945e-06
urn:harmonic:company:1431116,PRIVATE,50,396.0,4320,21.973993,SEED,,closedloopmedicine.com,Closed Loop Medicine,Babraham,United Kingdom,7.947945205479452,"['IQ Capital' 'LifeArc Ventures' 'Innovate UK' 'Ananda Impact Ventures'
 'Cambridge Angels' 'Meltwind Advisory LLP'
 'Longwall Venture Partners LLP' 'Downing' 'Martlet Capital' 'LifeArc'
 'Sherry Coutu CBE']","['Ananda Impact Ventures', 'Cambridge Angels', 'Downing', 'IQ Capital', 'LifeArc', 'LifeArc Ventures', 'Longwall Venture Partners LLP', 'Martlet', 'Martlet Capital', 'Meltwind Advisory LLP', 'Sherry Coutu CBE']",0,4.728941e-06
urn:harmonic:company:3716000,,24,612.0,6276,51.0,,,tulsainnovationlabs.com,Tulsa Innovation Labs,Tulsa,United States,5.010958904109589,['U.S. Economic Development Administration' 'The White House'],,0,4.728562e-06
urn:harmonic:company:654098,PRIVATE,54,499.0,8807,39.57,SERIES_B,FinTech,globacap.com,Globacap,London,United Kingdom,7.1808219178082195,"['GABI Ventures' 'QBN Capital' 'CoinShares' 'JSE' 'Cboe Global Markets'
 'ContactPartners' 'Moore Strategic Ventures' 'Stoic Capital'
 'Christian Schulte' 'Stephen R.']","['Cboe Global Markets', 'Christian Schulte', 'CoinShares', 'ContactPartners', 'GABI Ventures', 'JSE', 'Johannesburg Stock Exchange', 'Moore Strategic Ventures', 'QBN Capital', 'Stephen R.', 'Stoic Capital']",0,4.728278e-06
urn:harmonic:company:35102949,PRIVATE,77,201.0,18049,37.62562,SERIES_A,CPG,lickhome.com,Lick,London,United Kingdom,5.550684931506849,"['Talis Capital' 'Beyond Capital' 'OMERS Ventures' 'Ascension'
 'Alexander Chesterman' 'MAHR Projects' 'JamJar Investments'
 'Samos Investments' 'Piton Capital' 'Kathaka' 'Felix Capital'
 'Magnus Rausing' 'Simon Franks' 'Alexander Edward Chesterman'
 'Warrick Shanly']","['Alex Chesterman', 'Alexander Chesterman', 'Alexander Edward Chesterman', 'Ascension', 'Beyond Capital', 'Felix Capital', 'JamJar Investments', 'Kathaka', 'MAHR Projects', 'Magnus Rausing', 'OMERS Ventures', 'Piton Capital', 'Samos Investments', 'Simon Franks', 'Talis Capital', 'Warrick Shanly']",0,4.727791e-06
urn:harmonic:company:4086840,PRIVATE,28,,2621,1.11,SEED,Vertical Software,landerz.ca,Landerz,Montréal,Canada,5.019178082191781,['Accelia Capital'],['Accelia Capital'],0,4.726042e-06
urn:harmonic:company:3457159,PRIVATE,34,106.0,2663,6.0,SEED,Vertical Software,voxia.ai,Voxia,New York,United States,6.016438356164383,"['001 Ventures' 'James Mellon' 'Next Coast Ventures'
 'Prophetic Capital Partners' 'Texas Venture Partners' 'Jim Mellon'
 'Eric Ludwig' 'Micha Y. Breakstone 🇮🇱🎗️' 'Joey Low' 'Lorne Abony'
 'James Kong' 'Eric R. Ludwig']","['001 Ventures', 'Eric Ludwig', 'Eric R. Ludwig', 'James Kong', 'James Mellon', 'Jim Mellon', 'Joey Low', 'Lorne Abony', 'Micha Y. Breakstone 🇮🇱🎗️', 'Next Coast Ventures', 'Prophetic Capital Partners', 'Texas Venture Partners']",0,4.723762e-06
urn:harmonic:company:3056789,PRIVATE,47,306.0,1177,35.01,SERIES_B,Healthcare Services,ascellus.com,Ascellus,St. Petersburg,United States,16.024657534246575,"['.406 Ventures' 'HLM Investment Partners' 'Profound Ventures, LLC'
 'Centripetal Capital Partners']","['.406 Ventures', 'Centripetal Capital Partners', 'HLM Investment Partners', 'Profound Ventures']",0,4.7225144e-06
urn:harmonic:company:3222142,ACQUIRED_OR_MERGED,14,,1466,0.304,PRE_SEED,,emersus.io,SustainEcho by Egis,Montreuil,France,5.013698630136986,['Leonard'],['Leonard'],0,4.7212757e-06
urn:harmonic:company:5128039,,20,416.0,2843,0.040676,,Web3,trigan.org,Trigan,Dumfries,United Kingdom,3.0986301369863014,"['Make IT in Oradea' 'Startup Madeira' 'Sunderland Software City'
 'South of Scotland Enterprise']",,0,4.7203616e-06
urn:harmonic:company:759287,PRIVATE,151,125.0,6574,207.0,SERIES_B,Healthcare Software,promptemr.com,Prompt Therapy Solutions Inc,Hoboken,United States,8.016438356164384,[],,0,4.719151e-06
urn:harmonic:company:1594795,PRIVATE,79,2390.0,5443,9.23202,SEED,,skillup.co,Skillup.co,Paris,France,8.852054794520548,"['Global Founders Capital' 'Kerala Ventures' 'Omnes'
 'SWEN Capital Partners' 'Hi Inov - Dentressangle']","['Global Founders Capital', 'Hi Inov - Dentressangle', 'Kerala Ventures', 'Omnes', 'SWEN Capital Partners']",0,4.717666e-06
urn:harmonic:company:772341,PRIVATE,25,57.0,583,4.61,SEED,Infrastructure,parallelworks.com,Parallel Works,Chicago,United States,10.021917808219179,[],,0,4.717158e-06
urn:harmonic:company:45022293,PRIVATE,62,,2717,23.7,SERIES_A,,spines.com,Spines,Boynton Beach,United States,3.684931506849315,"['Zeev Ventures' 'Aleph' 'LionTree' 'M-Fund Club' 'Atidim'
 'Private Investor' 'Dan Senor' 'Sharin Fisher']","['Aleph', 'Atidim', 'Dan Senor', 'LionTree', 'M-Fund Club', 'Private Investor', 'Sharin Fisher', 'Zeev Ventures']",0,4.716861e-06
urn:harmonic:company:2117159,PRIVATE,37,121.0,4455,7.150981,SEED,,firecell.io,Firecell,Nice,France,4.013698630136986,['Ventech' 'Matterwave Ventures' 'Bouygues Telecom' 'Bpifrance'],"['Bouygues Telecom', 'Bouygues Telecom Initiative', 'Bpifrance', 'Matterwave Ventures', 'Ventech']",0,4.7133535e-06
urn:harmonic:company:780053,,177,2061.0,12760,0.0,VENTURE_UNKNOWN,Infrastructure,accelq.com,ACCELQ,Dallas,United States,11.002739726027396,[],,0,4.7129533e-06
urn:harmonic:company:34832964,PRIVATE,89,60.0,15072,54.074926,SERIES_A,Vertical Software,lawhive.co.uk,Lawhive,London,United Kingdom,5.7753424657534245,"['Episode 1 Ventures' 'N26' 'GV (Google Ventures)' 'Meta'
 'Balderton Capital' 'TQ Ventures' 'Spotify' 'Propeller' 'Jigsaw VC'
 'Tiny Supercomputer Investment Company'
 'Dubai Technology Entrepreneur Campus - Dtec' 'Aron Gelbard'
 'Jonathan Petrides' 'Alex Macdonald' 'Reece James' 'Harry Maguire'
 'Aron Gelbard']","['Alex Macdonald', 'Aron Gelbard', 'Balderton Capital', 'Dubai Technology Entrepreneur Campus - Dtec', 'Episode 1 Ventures', 'GV (Google Ventures)', 'Harry Maguire', 'Jigsaw VC', 'Jonathan Petrides', 'Meta', 'N26', 'Propeller', 'Reece James', 'Spotify', 'TQ Ventures', 'Tiny Supercomputer Investment Company']",0,4.7124186e-06
urn:harmonic:company:2130616,PRIVATE,24,91.0,3491,10.999998,SEED,Healthcare Services,augustschools.com,August Schools,New York,United States,4.008219178082192,['Tiger Global Management' 'Bienville' 'Fractal Software'],"['Bienville', 'Fractal Software', 'Tiger Global Management']",0,4.7101676e-06
urn:harmonic:company:10977831,PRIVATE,35,10.0,17080,17.849987,SERIES_A,Cybersecurity,tamnoon.io,Tamnoon,Redmond,United States,3.0164383561643837,"['Elron Ventures' 'Blu Ventures' 'Bright Pixel (formerly Sonae IM)'
 'Inner Loop Capital' 'Merlin Ventures' 'Mindset Ventures'
 'Secret Chord Ventures' 'toDay.Ventures']","['Blu Ventures', 'Bright Pixel (formerly Sonae IM)', 'Elron Ventures', 'Inner Loop Capital', 'Merlin Ventures', 'Mindset Ventures', 'Secret Chord Ventures']",0,4.709512e-06
urn:harmonic:company:4102921,PRIVATE,51,5.0,15307,9.298,SEED,Healthcare Services,32co.com,32Co,London,United Kingdom,4.016438356164383,['Wavemaker Three-Sixty Health' 'Balderton Capital' 'Nicolas Cary'],"['Balderton Capital', 'Nicolas Cary', 'Wavemaker 360 Health', 'Wavemaker Three-Sixty Health']",0,4.7084027e-06
urn:harmonic:company:3498054,PRIVATE,91,373.0,10281,9.164289,SEED,,sami.eco,Sami,Paris,France,4.852054794520548,['Tudigo' 'Showroom Startups'],"['Showroom Startups', 'Tudigo']",0,4.7038698e-06
urn:harmonic:company:3121617,ACQUIRED_OR_MERGED,14,140.0,1148,0.0,EXITED,Vertical Software,vistio.io,Vistio,Charleston,United States,8.005479452054795,[],,0,4.7029635e-06
urn:harmonic:company:11488988,PRIVATE,56,,10738,1.0126,SEED,,interviewdesk.ai,InterviewDesk,Wilmington,United States,8.013698630136986,"['TechHR' 'Lakshminarayanan Venkatajalam' 'Sugumar Nagarajan'
 'Karthick Chandran']","['Karthick Chandran', 'Lakshminarayanan Venkatajalam', 'Sugumar Nagarajan']",0,4.7007575e-06
urn:harmonic:company:18734254,,8,,2126,0.0,VENTURE_UNKNOWN,,styl.digital,Styl AI,San Francisco,United States,1.5287671232876712,[],,0,4.6984896e-06
urn:harmonic:company:691132,PRIVATE,42,194.0,22204,16.5,SERIES_A,FinTech,bestexresearch.com,BestEx Research,Stamford,United States,7.438356164383562,['Q-Advisers' 'Quadrature'],"['Q-Advisers', 'Quadrature']",0,4.6975174e-06
urn:harmonic:company:1423913,,38,271.0,4471,0.0,VENTURE_UNKNOWN,Cybersecurity,analyst1.com,Analyst1,Reston,United States,13.021917808219179,[],,0,4.6967425e-06
urn:harmonic:company:1537299,PRIVATE,94,2.0,2405,3.56,PRE_SEED,Ecommerce,podme.com,Podme,Södermalm,Sweden,8.016438356164384,['Gorilla Capital'],['Gorilla Capital'],0,4.6961336e-06
urn:harmonic:company:1769294,PRIVATE,66,441.0,4679,8.571042,SERIES_A,Data,brokerinsights.com,Broker Insights,Dundee,United Kingdom,8.01917808219178,['Chroma Ventures' 'Mercia Asset Management PLC'],"['Chroma Ventures', 'Mercia', 'Mercia Asset Management PLC']",0,4.6960395e-06
urn:harmonic:company:3636259,,79,,14850,4.436611,SEED,,cycle-up.fr,Cycle Up,Paris,France,8.013698630136986,['ACORUS CAPITAL' 'Banque des Territoires' 'SMABTP'],"['ACORUS CAPITAL', 'Banque des Territoires', 'SMABTP']",0,4.6953587e-06
urn:harmonic:company:727353,PRIVATE,174,40.0,6748,44.799,SERIES_A,Vertical Software,roofr.com,Roofr,San Francisco,United States,10.01917808219178,"['I2BF Global Ventures' 'ABC Supply Co. Inc.' 'Avidbank'
 'Silicon Valley Bank' 'Podemsky Ventures' 'K5 Global'
 'Magellan Financial Group' 'Y Combinator' 'Four Cities Capital'
 'SIERRA Ventures' 'Crosslink Capital' 'DMZ' 'Interplay' 'Bullpen Capital'
 'CSC Upshot Ventures' 'Future Communities Capital' 'SVB' 'ACE & Company'
 'Vertical Venture Partners' 'Louis Beryl']","['ABC Supply Co. Inc.', 'ACE & Company', 'Avidbank', 'Bullpen Capital', 'CSC Upshot Ventures', 'Crosslink Capital', 'DMZ', 'Four Cities Capital', 'Future Communities Capital', 'I2BF Global Ventures', 'Interplay', 'K5 Global', 'Louis Beryl', 'MGFO', 'Magellan Financial Group', 'Podemsky Ventures', 'SIERRA Ventures', 'SVB', 'Silicon Valley Bank', 'Vertical Venture Partners', 'Y Combinator']",0,4.694875e-06
urn:harmonic:company:781898,PRIVATE,44,245.0,3952,8.0,SEED,Infrastructure,pipe17.com,Pipe17,Seattle,United States,5.263013698630137,['GLP Capital Partners'],"['GLP Capital Partners', 'Shopify']",0,4.694857e-06
urn:harmonic:company:12874839,PRIVATE,111,58.0,2546,29.0,SERIES_A,Cybersecurity,venn.com,Venn Software,New York,United States,15.01917808219178,['NewSpring'],"['NewSpring', 'NewSpring Capital']",0,4.694239e-06
urn:harmonic:company:4170146,PRIVATE,21,1912.0,1425,2.213927,PRE_SEED,Web3,nomiks.io,Nomiks,Geneva,Switzerland,3.0164383561643837,['Cygni Capital' 'Outlier Ventures'],"['Cygni Capital', 'Outlier Ventures']",0,4.690972e-06
urn:harmonic:company:6673681,PRIVATE,69,,2849,2.049999,SEED,Ecommerce,twirlista.com,Twirlista,Austin,United States,4.016438356164383,['iFly.vc'],[],0,4.69061e-06
urn:harmonic:company:1531131,PRIVATE,27,82.0,2728,20.768153,SERIES_A,Healthcare Software,graymatters-health.com,GrayMatters Health,New York,United States,5.353424657534247,"['Joyance Partners' 'GMH Ventures' 'Corundum Neuroscience'
 'J-Ventures Fund' 'J-Impact Fund'
 'European Innovation Council and SMEs Executive Agency (EISMEA)'
 '大塚メディカルデバイス株式会社' 'Marius Nacht']","['Corundum Neuroscience', 'European Innovation Council and SMEs Executive Agency (EISMEA)', 'GMH Ventures', 'J-Impact Fund', 'J-Ventures Fund', 'Joyance Partners', 'Marius Nacht', '大塚メディカルデバイス株式会社']",0,4.6899077e-06
